Entity,Code,Year,Schizophrenia (%),Bipolar disorder (%),Eating disorders (%),Anxiety disorders (%),Drug use disorders (%),Depression (%),Alcohol use disorders (%),GDP per Capita (USD),Percentage GDP Health Expenditure,Unemployment (%),Urban Population,Population,Age Dependency Ratio (%),Life Expectancy
Burundi,BDI,2010,0.152914,0.610635,0.087035,3.564429,0.491519,3.758803,1.5822,19156.48830477625,5.344348975635714,10.306572281192283,2832349.830169645,5443975.9681280665,60.594686589444144,75.67548853848734
Burundi,BDI,2011,0.152992,0.610802,0.087306,3.563612,0.491492,3.747798,1.582077,28236.239131753166,7.394462260888315,2.3899868282638863,3948363.8761262004,7554188.624662268,65.53162652401672,69.92414519785869
Burundi,BDI,2012,0.153119,0.61104,0.087565,3.564209,0.492885,3.740353,1.581317,38299.85804098477,2.866453495255106,4.5850068357553315,9406999.388124492,13088041.169751776,40.87352157857378,61.23598956523633
Burundi,BDI,2013,0.153296,0.611358,0.088017,3.566309,0.493837,3.731076,1.580005,34646.779170495734,12.65648515735844,11.148623214038992,179341.52907798882,340027.28956302727,62.51575924293037,79.0217395878271
Burundi,BDI,2014,0.153514,0.611738,0.088637,3.569747,0.49484,3.727607,1.578071,27594.360552444454,15.31194448615303,8.231119626548606,2585912.556911515,4982034.109141773,59.24651686301503,83.82470177121648
Burundi,BDI,2015,0.153772,0.612157,0.089309,3.574121,0.496275,3.723271,1.575593,47923.539821748396,2.951937115449277,9.729785081264804,9154744.535481328,14145248.835060833,48.2590710999046,74.15966062745939
Burundi,BDI,2016,0.154068,0.612604,0.090019,3.579564,0.498925,3.720813,1.572661,45274.106658126264,17.53498722215238,14.653527390994117,8184081.582573711,15441704.975871678,46.929349635253004,73.54910745005444
Burundi,BDI,2017,0.154394,0.613042,0.090802,3.58576,0.500084,3.721228,1.569309,17462.066039718164,17.520311160169435,11.894877317855826,4752755.055451163,8489491.690922478,57.81715826298375,84.0359085834585
Cambodia,KHM,2010,0.20282,0.508223,0.097041,3.286232,0.549845,3.118402,0.829674,7760.35842358826,16.029102470748704,10.416799008829651,1513709.0669682794,2151789.856985958,46.71148740209311,69.83574582862998
Cambodia,KHM,2011,0.2035,0.508374,0.098796,3.285991,0.551556,3.115061,0.831558,25040.014973898946,11.088028791845655,5.663047953565479,9672433.716556517,14917938.209379474,51.94108360568851,82.30923595827694
Cambodia,KHM,2012,0.204225,0.508557,0.100316,3.285994,0.555019,3.110733,0.833573,25597.553520396443,13.11479785352242,10.402976157008881,2357994.4144227016,4391378.712635781,46.51348505992436,70.34709725496755
Cambodia,KHM,2013,0.204988,0.508774,0.101933,3.286271,0.558189,3.10775,0.835675,36051.07332804763,8.558382678227227,6.740762414629215,9899479.045898361,12110727.386025777,64.15608865623904,70.98022748972913
Cambodia,KHM,2014,0.205779,0.509014,0.103741,3.28675,0.560617,3.103511,0.837808,15981.970918993373,5.931802357445106,8.22319686862244,603710.872343289,814888.8436336615,59.22259241523014,73.58989258168994
Cambodia,KHM,2015,0.206596,0.509291,0.105162,3.287511,0.564367,3.100648,0.839945,48195.94143966797,5.950647496045354,10.25561710209697,9383001.033068435,11369569.6762398,37.85232154276567,64.55059285095133
Cambodia,KHM,2016,0.207427,0.509593,0.106761,3.288523,0.566947,3.096661,0.842034,27027.74064573392,2.7347084165849838,5.528632864031871,7063501.239260576,9015119.477826921,45.71474924077465,67.3513003320181
Cambodia,KHM,2017,0.208266,0.509922,0.108379,3.289745,0.570337,3.094945,0.844038,19647.129666283516,7.27196008837879,12.30420234650533,138788.34787120615,263447.758608112,61.9437462574765,81.05667388325432
Cameroon,CMR,2010,0.169028,0.625912,0.128149,2.896162,0.574611,3.750747,1.032368,21945.63984148514,17.046590989012632,5.0575899549216,8949784.165772242,15249916.019927733,41.318003144484734,84.4325769815403
Cameroon,CMR,2011,0.169167,0.626203,0.128834,2.897157,0.575309,3.752018,1.031696,43590.67357438336,17.427734919705575,2.6107113816985734,4392504.030857724,5714927.755361099,46.49126494151043,76.06237310208866
Cameroon,CMR,2012,0.169352,0.626523,0.129468,2.89844,0.577074,3.750921,1.030881,2704.7351834636925,18.356709152489525,11.290867710307452,3505542.461263767,5578967.244164014,49.64263101369215,71.84921234814404
Cameroon,CMR,2013,0.169581,0.626872,0.129959,2.900023,0.57888,3.750431,1.029898,46161.75271590866,9.942688132602127,8.525383521999363,3621462.8367718323,6665420.404685342,56.69972592742737,65.89891998075542
Cameroon,CMR,2014,0.169843,0.627219,0.130969,2.901828,0.580781,3.751296,1.028729,37830.34480626006,11.099589316687686,2.175566823187255,8058024.118534222,14672091.555062747,36.71102649812019,76.08665673020928
Cameroon,CMR,2015,0.17014,0.627575,0.1315,2.903927,0.582792,3.750112,1.027423,47956.09993243829,18.48277716571451,7.38048897721939,608943.985258852,1122155.6520341954,40.99083814715894,76.7842888131818
Cameroon,CMR,2016,0.170457,0.6279,0.133,2.90618,0.585861,3.748456,1.025916,10551.30357124235,12.356346812320805,13.110286795109728,4437115.256657206,8283114.863281691,33.535354055323715,81.39676538071585
Cameroon,CMR,2017,0.170796,0.628202,0.13379,2.908663,0.588021,3.745647,1.024227,47702.51289174519,12.174157723477684,7.22968305672817,3344905.995225702,6433825.404277669,36.663225055548345,68.57493708281135
Canada,CAN,2010,0.314014,0.713705,0.47038,5.163625,2.19518,3.911885,1.589404,31764.476482856357,9.300333554818586,5.861740646889709,9518475.93089055,15589227.45513462,48.22308129449705,64.47388165529699
Canada,CAN,2011,0.314082,0.713801,0.470892,5.163595,2.188105,3.913974,1.59254,26569.340059255483,13.742658787333989,2.374314243910993,9821555.655105665,14023763.61304066,48.49565174769996,68.70178239894724
Canada,CAN,2012,0.314213,0.714027,0.471709,5.164413,2.187286,3.919381,1.59601,41854.058666753626,7.20244568237516,2.299292523528467,1324420.9029032998,2113361.506135288,62.19869106214224,62.712530825167924
Canada,CAN,2013,0.314388,0.714322,0.472149,5.165811,2.19462,3.926503,1.599727,43319.65711544245,15.708287473533508,10.851492233123512,4119260.882042008,7650869.557626207,45.965120550384725,76.91967650297693
Canada,CAN,2014,0.314617,0.71471,0.473426,5.167921,2.207245,3.936199,1.603801,30039.671357063216,2.422346183559184,10.330755305135948,9890149.081646694,14795556.52952676,32.35120360847893,83.84776562434298
Canada,CAN,2015,0.314901,0.715199,0.474343,5.170797,2.22515,3.949642,1.608215,23448.42971825909,5.84434448671202,9.491738645418677,2483425.1755585927,3868435.0087114684,49.3224641063824,68.82752162080543
Canada,CAN,2016,0.315232,0.715789,0.475592,5.174359,2.248352,3.967491,1.612934,21569.147364211287,8.089033874882562,5.006513940505386,6110613.0520694675,11851834.710582348,37.998550667020346,84.59994660371653
Canada,CAN,2017,0.315588,0.716413,0.477304,5.178218,2.276229,3.988792,1.617937,24317.99988040043,18.431373643368946,4.423610411123382,6651591.031992144,10731532.768237289,42.799661758118766,67.59589832888537
Cape Verde,CPV,2010,0.188008,0.707617,0.160758,2.990787,0.609278,4.11843,0.997388,3350.5595388336483,11.10065593917732,12.049643051938723,6655699.006540062,12111721.618455494,39.57824596808577,63.66183427488417
Cape Verde,CPV,2011,0.188287,0.707998,0.162008,2.991367,0.61122,4.113623,0.999625,5434.97175652981,4.16460023090899,13.633367398400807,3546932.609822125,4958748.049962728,55.129018836374215,61.99145802613993
Cape Verde,CPV,2012,0.188573,0.708386,0.163585,2.992142,0.614276,4.108492,1.001682,38819.93072356114,5.975339829031665,11.041151840647121,9083523.639468066,13505359.96429034,33.63278511471914,69.2514521094686
Cape Verde,CPV,2013,0.188861,0.708774,0.165331,2.993117,0.617621,4.103363,1.003509,3844.401731833231,4.242060201513546,4.77972254794075,9048033.724399272,15206116.041115798,61.28270564807397,66.60840873310708
Cape Verde,CPV,2014,0.189143,0.709156,0.16665,2.994288,0.620602,4.097893,1.005064,19985.761282858155,17.186133686416266,12.022436306154248,615631.4079224039,966402.0845209444,67.99473821729866,82.17729882630546
Cape Verde,CPV,2015,0.189409,0.709517,0.167825,2.995634,0.624374,4.092633,1.006284,17837.62354864148,14.17511990441541,10.592206673347494,3829098.683376064,5388430.5402709665,61.764379500482946,74.09938630026247
Cape Verde,CPV,2016,0.189658,0.709863,0.168722,2.997182,0.627406,4.087075,1.007183,45366.83576357029,7.044066936683369,9.671219749966353,2927299.9702534853,5125557.242428819,61.52344130227857,73.79925278183052
Cape Verde,CPV,2017,0.18988,0.710184,0.169252,2.998977,0.630609,4.082451,1.00767,26892.128219320526,8.698218412565407,10.768978550593152,170583.81729668222,280298.80007141276,64.25444835923595,68.92094159755132
Central African Republic,CAF,2010,0.148279,0.59183,0.092603,3.237545,0.509492,4.222245,1.427891,27607.181113815444,18.802157248735476,8.522789091798396,9698420.50774711,13481224.675348552,30.937757217133502,63.31622574669237
Central African Republic,CAF,2011,0.148338,0.591996,0.092436,3.238301,0.510144,4.2204,1.426909,37975.736070134626,3.42856937243538,7.1991036601211595,2130279.984565525,3186031.411820374,30.1060255632882,79.30923401160108
Central African Republic,CAF,2012,0.148413,0.592169,0.092126,3.23939,0.510576,4.218944,1.425285,14529.35091516871,10.062505674254023,12.560400888619718,3702567.3495036634,6873335.02228184,59.98270189891071,70.06806512977347
Central African Republic,CAF,2013,0.148505,0.592358,0.091569,3.241079,0.511024,4.217237,1.422854,4678.4139012788855,16.616563516778196,9.520956357904394,3905037.7065185406,7040571.258285338,54.19587385199561,65.21101613835891
Central African Republic,CAF,2014,0.148618,0.592557,0.0908,3.243325,0.512066,4.218068,1.419621,22581.00386327409,2.9284380638971195,4.796882930672246,4853990.546063982,6379637.918356118,37.378191069268375,65.06749306045623
Central African Republic,CAF,2015,0.148752,0.592732,0.090661,3.245496,0.513144,4.215257,1.415987,7078.567453586079,17.873883156832548,8.974635313188061,9762296.123797052,16824604.14805517,55.78758032221674,67.38916497720943
Central African Republic,CAF,2016,0.148908,0.592882,0.089696,3.247573,0.514695,4.212623,1.41206,47665.228866498546,14.260288688571759,8.646310724043131,3089697.156768056,5322115.955052931,67.5100332522912,81.33228862524224
Central African Republic,CAF,2017,0.149087,0.59303,0.089183,3.24999,0.516703,4.211728,1.407712,14964.939363840776,19.840441929210122,12.354665728705688,6732730.458379996,10385163.539542826,38.10458357684751,82.8027537668789
Chad,TCD,2010,0.166342,0.624862,0.115445,2.879161,0.438422,3.968803,0.942997,44432.82915534798,16.013959072136927,13.277728715547875,8688686.741904225,11109885.010852303,40.32066761871906,66.46807904045241
Chad,TCD,2011,0.166546,0.624954,0.116408,2.878784,0.439667,3.961056,0.94349,27773.93239210041,6.974892226274824,3.494677921910329,1518404.3233905516,2415564.5513609503,53.45501029588094,65.0111120035837
Chad,TCD,2012,0.166766,0.625093,0.117701,2.878809,0.442021,3.950439,0.943893,35337.20260672349,2.5405117620787827,4.659441338495802,2635450.940397435,5247954.6190570025,41.97309128284519,69.90484374786064
Chad,TCD,2013,0.167001,0.625286,0.118883,2.879284,0.444521,3.938848,0.944175,28729.74482586526,16.081547995618365,10.5236008869788,9915090.677774144,18206846.971251585,59.61667215667482,80.99755267140883
Chad,TCD,2014,0.167247,0.625542,0.119501,2.880277,0.446536,3.923065,0.944296,10435.627354372913,3.1890780273299066,5.9903805578591465,9168110.094671357,13764417.701824114,62.525817057274494,63.58015382809928
Chad,TCD,2015,0.167499,0.625867,0.120668,2.881842,0.449877,3.908367,0.944222,38615.84156360651,19.700885528307296,2.5410501224656956,6933784.244457979,12511674.318230422,31.20452806713853,73.82545248487479
Chad,TCD,2016,0.167757,0.626272,0.121372,2.884071,0.45368,3.890874,0.943932,37450.96689428483,19.177784609167393,14.087771157135997,120245.9676943233,207210.76312393678,41.14899914049313,66.18696960342227
Chad,TCD,2017,0.168019,0.626775,0.122129,2.887049,0.4574,3.874837,0.943401,31309.46547893865,14.85067023431507,8.969706374071901,6040733.3691811655,8012155.8719701525,32.56564788559095,80.77226068264082
Chile,CHL,2010,0.199765,0.787847,0.385166,6.273744,1.178621,4.019166,2.455431,33042.35297995149,17.238041081935425,8.869880491029834,3516171.2802862693,5258478.03700781,69.36733568529934,81.20540521272456
Chile,CHL,2011,0.19989,0.788093,0.389265,6.274701,1.191403,4.019435,2.450119,30825.71705439866,14.979228311266509,4.549889768705098,544945.5292866643,722961.4028190713,63.10167514549427,65.90370136515091
Chile,CHL,2012,0.200063,0.7884,0.39326,6.275085,1.202907,4.022345,2.445716,30865.90123373092,19.32639929848443,5.0700310776524375,4469224.735418817,8287635.342341926,65.96767106087493,73.42681134229264
Chile,CHL,2013,0.200287,0.788787,0.398024,6.275241,1.215019,4.024264,2.442651,30180.447592636738,12.384704527545274,8.555048000868249,4893044.831190706,5963836.917656903,35.75652510575982,77.63265964098431
Chile,CHL,2014,0.200535,0.789183,0.402024,6.274801,1.226406,4.02991,2.441051,23183.379114477444,12.012258959377823,13.607743522123526,2556343.64121103,4751372.419601641,67.54349081889039,70.35379309847654
Chile,CHL,2015,0.200819,0.789644,0.406375,6.274265,1.23733,4.036576,2.441463,5520.569668558353,9.990534491984468,6.259007456496919,7715728.405696628,12112732.121262839,68.45852266209437,70.16846248745226
Chile,CHL,2016,0.201113,0.790094,0.411006,6.273138,1.247607,4.046124,2.444073,39103.224524982026,13.429790741462668,4.460805862703483,5713534.20873297,8155253.113233247,30.587812084621646,60.38369353651085
Chile,CHL,2017,0.20143,0.790591,0.416123,6.272084,1.25715,4.057723,2.44947,14336.464987634738,13.75621763525598,2.2638154589599133,1956911.7566348542,3327576.1876735967,39.6699550272029,62.27424121841284
China,CHN,2010,0.331409,0.322564,0.132949,3.151692,1.034345,3.408793,1.226153,3253.1409848536323,15.837681120985026,13.61880988909066,3794671.7152670813,5099553.565386712,39.88062495549836,63.33011660155909
China,CHN,2011,0.332101,0.32247,0.136489,3.137424,1.037749,3.402178,1.229909,46300.014555971204,12.00678150703101,8.596536583866014,5917621.1233441075,11097261.561698174,62.03496539350609,68.51938007131636
China,CHN,2012,0.332898,0.322355,0.140075,3.121833,1.044064,3.393032,1.232654,9888.087299889276,7.162437980695216,5.225192121574424,9309631.605608385,17364486.443893213,47.60317961349565,73.33148475833212
China,CHN,2013,0.333801,0.322233,0.143961,3.10498,1.052718,3.38155,1.234203,39194.04326823065,19.30551881810509,10.975239430076893,2707943.488202056,4651084.828096048,49.35973449061281,63.931844481144424
China,CHN,2014,0.334796,0.322124,0.147676,3.087059,1.064056,3.367462,1.234218,31545.43533105531,6.469216328621965,4.849135276085981,6467574.855021734,8156985.200031694,47.76439076217181,81.4929867065396
China,CHN,2015,0.335852,0.32202,0.151513,3.068531,1.078275,3.351279,1.23219,37409.986831046146,16.470594122520037,4.600504377993511,1714213.5999464658,3141294.321415341,36.53626233261687,64.44817872107564
China,CHN,2016,0.336981,0.321949,0.155511,3.049823,1.094714,3.332592,1.227793,31343.752501866606,14.87834976283766,7.1100597443252775,9506979.206518061,16669803.166295575,53.22906443605,61.07278002441602
China,CHN,2017,0.338174,0.321906,0.159588,3.030969,1.113943,3.311306,1.220903,11922.119511217381,14.243505122592246,7.885036657661725,8435222.176950132,13533936.651457675,40.68380046852297,63.23154564142074
Colombia,COL,2010,0.203094,0.762864,0.235014,2.528589,1.110995,2.228705,1.74852,10606.633418558686,3.5930747520749406,5.370859469960151,9884361.230044324,14550187.37567071,37.4631499718848,81.14959165554636
Colombia,COL,2011,0.203551,0.763774,0.237897,2.523272,1.110854,2.219333,1.751944,32688.60804366074,16.31731188444931,10.520113961215976,2205539.2237088485,3304938.6203298112,37.54018233431835,73.12744117479103
Colombia,COL,2012,0.204063,0.764691,0.241137,2.518935,1.11095,2.210586,1.755161,41098.78862336911,3.739181568429415,3.2784446143607378,1437928.6086418568,2659691.1934077665,47.19056054619833,82.84821057632946
Colombia,COL,2013,0.204627,0.765611,0.244727,2.515703,1.110399,2.204213,1.7579,17398.126488174727,13.233465359144008,9.353168720314379,8629416.190448033,15234085.531173501,66.14940655466225,73.16095265786129
Colombia,COL,2014,0.205234,0.766514,0.248564,2.513603,1.105643,2.198192,1.759881,36025.68146197969,10.571173892443955,2.1350746376741565,3161511.409636645,4999900.9417546885,46.00120736272818,72.41168226709948
Colombia,COL,2015,0.205874,0.767383,0.252133,2.512714,1.098011,2.194632,1.760847,46223.99003729987,9.162504188630578,3.1529063553080574,6646298.901450292,8124069.305885996,56.967997337514504,79.15549952791498
Colombia,COL,2016,0.206535,0.768184,0.256028,2.513075,1.087434,2.194091,1.760478,49380.74327294231,9.345788921251833,2.9813520877891158,3341505.513810294,6237451.714085121,54.54509745088198,80.93111872794474
Colombia,COL,2017,0.207211,0.768913,0.260257,2.514803,1.075526,2.196154,1.758512,2664.6620324440587,10.721854769664777,11.101090176682067,8742819.574544352,11755698.839762071,67.8161418042138,76.02475416798163
Comoros,COM,2010,0.169299,0.655352,0.109945,3.604182,0.491171,3.276426,1.504219,34660.70802654225,2.2485318127987606,12.883895694081254,7362620.066800712,11828441.453027016,51.22049770197692,75.2063469990863
Comoros,COM,2011,0.169352,0.655654,0.109981,3.60659,0.492759,3.278241,1.50532,2443.2404839931855,4.485182770685219,9.482652410201938,4085587.5512228943,6635165.019795459,58.15867187002742,71.7041910154604
Comoros,COM,2012,0.169427,0.65604,0.109856,3.610397,0.494399,3.281036,1.506415,1190.5313881678182,19.489263107815216,2.4125184535227735,772560.2468893048,1212026.2414067853,55.5617658720399,64.73895931630325
Comoros,COM,2013,0.169529,0.656532,0.110158,3.615604,0.496101,3.287185,1.507554,12602.942722871092,12.680463576226602,12.316113430146158,5112381.076894929,6272144.154445116,62.368318218713476,78.37736990742614
Comoros,COM,2014,0.169655,0.657099,0.110177,3.622063,0.497575,3.293496,1.508562,7784.428235173625,15.17246170909909,5.475659713945541,8069417.300823846,13592840.63730027,68.92322574029873,77.24346476148399
Comoros,COM,2015,0.169815,0.657773,0.110298,3.629924,0.500299,3.303571,1.509387,47825.875346757144,10.119177334805869,12.552244294603705,3747018.0496472535,5127142.79768789,53.741755100523605,67.30396171958144
Comoros,COM,2016,0.170013,0.658562,0.110784,3.639199,0.502297,3.316679,1.509917,11287.972000306267,13.839789292537882,7.276552919439267,1215330.7777288635,2155260.965284648,62.763394587482864,78.93705457812993
Comoros,COM,2017,0.170252,0.659469,0.110911,3.649877,0.505443,3.330114,1.509998,48021.36423160866,9.856693780059354,13.408876873197535,2628656.959353476,3350414.113555703,37.709698512385195,76.21680199880173
Congo,COG,2010,0.1673,0.612249,0.152603,3.261045,0.554913,4.117044,1.458803,28267.9223473395,9.344585729220894,2.775282096029013,4232205.738620526,6772217.437822221,57.962559886600815,81.1799434946339
Congo,COG,2011,0.167538,0.612449,0.153732,3.261174,0.554568,4.103064,1.457627,39986.09546458224,15.31250894190131,13.383917282072266,5543485.1697352445,9782531.793289762,64.37090338412702,61.40433901038133
Congo,COG,2012,0.167825,0.612688,0.155086,3.261824,0.555209,4.089022,1.456265,36613.17354559843,15.038022356205815,4.8738942225697865,2887073.921420166,4126378.618547139,45.822137972312674,83.54897268646201
Congo,COG,2013,0.16815,0.61295,0.156227,3.262856,0.555746,4.074621,1.454756,36705.510656588354,12.172968819638982,5.941022345250063,1698335.7310335394,2846029.095527267,35.09056808137772,81.96694407781065
Congo,COG,2014,0.16851,0.613245,0.157748,3.264258,0.556661,4.058585,1.453202,39376.88997382036,17.183245887005793,13.449256816956499,5837102.963470349,10694029.09461098,39.71144600455715,73.81001568351948
Congo,COG,2015,0.168902,0.613573,0.158622,3.266041,0.557216,4.041543,1.45165,18384.502821886763,6.149847850263823,10.245392141163126,821761.812604848,1214406.2473427549,66.49513099243634,68.30067624145002
Congo,COG,2016,0.169322,0.613947,0.160298,3.268246,0.559066,4.023941,1.450176,16554.365098524337,18.35518525831041,4.410226467366172,8916081.0486713,16483797.88787304,58.557805094573766,64.87107478078852
Congo,COG,2017,0.16976,0.614345,0.161675,3.270745,0.560306,4.008291,1.44879,39405.42945337334,3.0735006726144087,7.090105158379827,1684601.32106537,2230481.923408569,41.18000149259067,77.67142636703987
Costa Rica,CRI,2010,0.21148,0.839513,0.268952,2.916324,0.755353,2.882125,1.447222,22636.252603504057,6.789933963523542,6.359583475077889,7188001.363306865,14063073.62117356,69.13019812470172,74.53008494126978
Costa Rica,CRI,2011,0.211746,0.840234,0.27126,2.919845,0.75804,2.885282,1.448878,16828.819779131787,13.869319910620668,3.835523134515101,3830683.610137871,6799402.779907168,46.222672327254095,73.57446679770635
Costa Rica,CRI,2012,0.212048,0.840921,0.274112,2.92315,0.7607,2.889929,1.451098,38710.25683519431,8.7765951960581,12.92020980216681,339181.2389718238,552825.1151928928,59.41552894725578,65.78097307998061
Costa Rica,CRI,2013,0.212385,0.841595,0.276925,2.926328,0.764173,2.891387,1.453982,43618.275100203675,9.075766244931707,8.462357792313448,6770840.332646548,9890146.150912208,51.65545581271863,61.703288449105486
Costa Rica,CRI,2014,0.212742,0.842209,0.280282,2.92924,0.76724,2.895363,1.457502,20299.860672557355,6.210684011070889,7.714011368414711,2915515.5096107647,3911358.005014769,39.481923386458035,71.64249181508093
Costa Rica,CRI,2015,0.213118,0.842788,0.283687,2.932009,0.771107,2.899138,1.461754,43293.63982812676,17.000393932385045,6.547437163373471,8013630.007899465,11861548.67849289,36.50409467670271,61.263368499094724
Costa Rica,CRI,2016,0.213501,0.843299,0.286636,2.93454,0.775519,2.901079,1.466739,4663.543419118348,19.793794667085468,12.686225835687143,5769541.661891651,8852242.456223318,49.027280741204684,80.34590402929894
Costa Rica,CRI,2017,0.21389,0.843753,0.289342,2.936829,0.778956,2.904788,1.472594,21796.40900214833,18.927350564276445,8.072083712376283,6607553.220958134,8334418.662145969,35.61877411864745,77.93212655935625
Cote d'Ivoire,CIV,2010,0.167403,0.616868,0.12526,2.861812,0.503559,3.246612,1.021469,46284.945008148294,6.868396868079449,3.0902310942823656,7815223.669494581,12286062.579837374,35.112684627345,79.56046188672232
Cote d'Ivoire,CIV,2011,0.167541,0.617022,0.125465,2.862045,0.503164,3.249178,1.020245,24280.214775467663,4.255704091706899,6.413258856124687,6338659.765694732,12284544.420312343,54.47723067028997,60.391705936292915
Cote d'Ivoire,CIV,2012,0.167774,0.617304,0.126767,2.862985,0.50357,3.256594,1.018881,3186.06849297343,17.939755588653853,8.161951380463154,961251.8722414694,1838099.7029594937,59.009245228880324,81.3927202332854
Cote d'Ivoire,CIV,2013,0.168098,0.617714,0.127799,2.864695,0.503413,3.26737,1.017382,20116.20058509109,3.5077668397645665,4.063674256571931,9805710.89644782,16253047.331785401,52.19938197717612,65.93557845327092
Cote d'Ivoire,CIV,2014,0.168506,0.618243,0.12912,2.867125,0.503608,3.280238,1.015745,7344.062759709845,6.81922520215389,5.736786500839957,7420831.239400654,14475963.206303466,47.285294378348254,79.7523264336379
Cote d'Ivoire,CIV,2015,0.168989,0.618876,0.131672,2.870304,0.503559,3.296712,1.013954,28544.420539561208,16.5223122161471,3.7484459919521544,1388300.9787027102,1912997.965326179,59.432348074142205,83.11060012173022
Cote d'Ivoire,CIV,2016,0.169549,0.619635,0.133961,2.874424,0.503819,3.315851,1.012047,5257.957611236324,10.867340518962667,11.170368831338191,3593493.562236314,4340303.883417893,40.54296596287506,63.89802415732581
Cote d'Ivoire,CIV,2017,0.170171,0.620477,0.136217,2.879312,0.503957,3.337989,1.009974,6371.836814787495,18.307912829658083,6.9483756755008255,7999070.157094523,15870465.48596525,61.931778387302685,69.49912819001986
Croatia,HRV,2010,0.207557,0.720188,0.211972,3.458796,0.761192,2.795575,2.092609,48805.22269087512,5.785166790872603,2.484625069531498,4247283.143967757,8219372.984160374,37.01697617103091,65.41454120637191
Croatia,HRV,2011,0.207639,0.720291,0.213205,3.457981,0.758237,2.790946,2.0944,47163.54213259123,16.56406312924286,8.74103755909969,5995129.297812438,8615209.223963318,31.604775699053032,72.26376871795699
Croatia,HRV,2012,0.207709,0.720379,0.214553,3.456825,0.753904,2.786208,2.095719,11042.786583634415,19.976669639465076,4.4801509842530605,2043517.3065482276,4063248.4393691835,42.86499788458717,75.80734050992432
Croatia,HRV,2013,0.207752,0.720442,0.215634,3.455337,0.748641,2.782145,2.096025,23348.740711110655,12.304384596626573,14.005532782193562,4107758.9169824673,6563418.734605696,58.373409793547665,63.46346651502968
Croatia,HRV,2014,0.207762,0.720479,0.216748,3.453567,0.741257,2.78089,2.094955,26775.17052168083,8.435639874700412,8.03058527202173,1802658.7569454093,3061335.851130278,45.75466177154502,64.27258720621347
Croatia,HRV,2015,0.207743,0.720525,0.21708,3.451754,0.732889,2.778406,2.092207,19949.663850549452,14.564762721396995,5.599360326670904,8521855.136373311,12066428.170963109,69.19061880186517,83.61724619008864
Croatia,HRV,2016,0.207679,0.720549,0.217599,3.449816,0.723467,2.778055,2.08746,16966.33391305257,10.379367348149842,13.653014770235059,4611139.203671716,6506759.569973525,64.48131261295141,80.5296120317847
Croatia,HRV,2017,0.207565,0.720556,0.217975,3.447606,0.713971,2.779842,2.080532,19446.24051464758,13.501187535543856,9.116711908005357,814437.9886729083,1457199.4228963512,40.83346608364201,70.8354442040404
Cuba,CUB,2010,0.20315,0.942086,0.246361,4.619098,0.761991,3.35815,1.713641,3544.7932661895766,10.489698164524544,14.133323431483905,5899370.244930417,11646963.175748752,57.610150216428735,77.76367395651883
Cuba,CUB,2011,0.203372,0.942297,0.24934,4.6199,0.762393,3.348778,1.717483,6880.688642995795,14.251052812574011,2.7759715142519563,5813472.903656197,7572903.935958643,67.07951197487004,79.31314914126425
Cuba,CUB,2012,0.203594,0.942497,0.25221,4.620629,0.76418,3.340647,1.721256,32790.08801131822,4.063420729124534,3.1807446113953834,5063396.848904736,7474830.576161715,30.531328514779204,82.42842174388412
Cuba,CUB,2013,0.20381,0.942693,0.254452,4.621388,0.766544,3.333781,1.724807,34149.979227854994,4.1956052070774685,4.766763953335285,2158954.3648040504,3859584.3392306757,59.81592200609569,77.88306809004199
Cuba,CUB,2014,0.204009,0.942852,0.257502,4.621936,0.76921,3.326268,1.728006,42662.536223977026,3.3027887219790606,13.282667552481424,2767635.0303346803,5278374.950410344,33.733469476887954,61.497706953563444
Cuba,CUB,2015,0.204195,0.943018,0.259617,4.622527,0.771342,3.322598,1.730818,20950.204070025888,9.50837508744244,11.039443384186502,5156651.249165445,10155546.607634353,41.78950255139714,75.42738950633992
Cuba,CUB,2016,0.20436,0.943172,0.261384,4.623063,0.774737,3.318622,1.733105,17306.602797730986,13.10838343318286,2.639080475262616,7270243.404142471,11821476.207678469,68.86132584316321,68.1827959763057
Cuba,CUB,2017,0.204501,0.943329,0.263159,4.623594,0.778,3.319131,1.734783,30667.955093982004,15.237686168206293,13.059931304527888,7466218.289446625,10834191.948988171,50.23699138424427,79.70924816145627
Cyprus,CYP,2010,0.253793,0.937373,0.510897,5.305848,0.556004,3.27735,1.111439,5456.808801422531,17.866296935422266,14.441711448126615,4443957.171924026,5405620.500172476,45.12730435003534,83.70628307771075
Cyprus,CYP,2011,0.253749,0.93738,0.51099,5.305934,0.556325,3.279798,1.112423,19754.298133833392,2.9628011211312484,12.035071787431912,1234845.159559161,2256951.4160378673,30.615723437997765,84.9022088942102
Cyprus,CYP,2012,0.253651,0.937379,0.510921,5.305889,0.55777,3.280645,1.113191,47328.099153724186,14.438252542145934,11.519727980032203,7144636.9777436005,11431642.71579419,64.4601910800657,61.44127307648394
Cyprus,CYP,2013,0.253502,0.937388,0.51119,5.305846,0.560958,3.286091,1.113681,16762.57786321233,15.845161389059049,10.573103044464455,1265766.292389879,1961851.7014732128,56.9128752478845,76.72748918872743
Cyprus,CYP,2014,0.253292,0.937375,0.510435,5.305683,0.564165,3.293437,1.11375,25816.167687984598,19.43827374497822,8.174791889131471,1403750.718384257,1951042.6295630822,66.49342428942073,75.76829890219801
